,investigation_type,injury_severity,aircraft_damage,make,model,weather_condition,broad_phase_of_flight,event_year,event_month
109545,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109552,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109553,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109554,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,12
109559,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109569,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,12
109574,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109575,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1970,12
109576,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,12
109578,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109579,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109580,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109582,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109583,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,12
109584,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,12
109585,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109587,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109588,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109594,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109595,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109596,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1970,12
109597,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109606,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,12
109608,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109617,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,12
109618,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109620,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109627,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109628,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109629,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109633,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,12
109635,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109637,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109639,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109642,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,12
109643,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109645,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109648,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109649,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109652,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109655,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109656,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109659,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109660,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109663,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109665,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109666,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109669,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109671,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109675,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109677,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109678,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109685,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,12
109686,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109696,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,12
109697,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109700,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,12
109704,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,12
109705,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,12
109709,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,12
109718,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109724,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109725,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,12
109731,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109734,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,12
109740,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109741,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109742,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,11
109744,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,11
109747,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1970,11
109751,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1970,11
109752,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109755,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109758,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109766,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109772,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109773,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109783,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109786,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109791,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109797,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109801,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109804,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109808,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109811,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109813,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109819,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109822,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109824,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109832,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109834,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109836,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109838,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109840,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,11
109842,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109843,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109849,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109855,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,11
109856,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1970,11
109860,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109861,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109867,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
109870,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109871,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109878,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109879,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109880,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
109885,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109889,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109893,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
109906,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109907,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109915,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109924,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,11
109926,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109931,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,11
109932,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109933,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109937,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,11
109938,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109939,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109947,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109951,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109954,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109955,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
109965,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109968,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109972,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
109975,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109977,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,11
109978,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
109979,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109981,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1970,11
109984,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1970,11
109986,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109993,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
109994,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
109997,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1970,11
109999,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
110005,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
110014,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
110020,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
110026,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1970,11
110027,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
110033,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
110034,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1970,11
110036,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1970,11
110042,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1970,11
110044,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
110045,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
110049,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
110057,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1970,11
110058,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1970,11
110062,Unknown,1,Unknown,cessna,180,Unknown,Unknown,1970,11
110064,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1970,11
110067,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1970,11
