,investigation_type,injury_severity,aircraft_damage,make,model,weather_condition,broad_phase_of_flight,event_year,event_month
75806,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,7
75807,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,7
75810,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,7
75812,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,7
75820,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,7
75827,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,7
75830,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,7
75831,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,7
75832,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,7
75837,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,7
75840,Unknown,1,Unknown,cessna,182,Unknown,Unknown,1978,7
75841,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,7
75842,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,7
75845,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,7
75846,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,7
75848,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,7
75851,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75852,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
75861,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
75863,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75870,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75871,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,6
75873,Unknown,1,Unknown,piper,PA-25,Unknown,Unknown,1978,6
75875,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,6
75876,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75879,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75880,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
75881,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
75883,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,6
75886,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
75890,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,6
75894,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
75896,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
75899,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,6
75903,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
75904,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
75909,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75917,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
75919,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
75922,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75924,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75928,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75930,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75932,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,6
75941,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75955,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
75956,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75958,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
75960,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75961,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
75962,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75964,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,6
75967,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75974,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75988,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75990,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
75991,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
75996,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1978,6
76000,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76004,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76006,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76007,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76009,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76011,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,6
76013,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,6
76024,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,6
76025,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76027,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76031,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76033,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76036,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76039,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76040,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76043,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76051,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76053,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76058,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76066,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76068,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76069,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76071,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76078,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76086,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76087,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76089,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76093,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,6
76094,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,6
76097,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76098,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76099,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76103,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76104,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76116,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,6
76123,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,6
76126,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
76127,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
76134,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76135,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76136,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76141,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76144,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76145,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76153,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76159,Unknown,1,Unknown,piper,PA-24,Unknown,Unknown,1978,6
76162,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76165,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76169,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,6
76170,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76172,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76177,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76180,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76183,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76185,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76186,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76188,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,6
76190,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76192,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76193,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76197,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
76204,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76206,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,6
76214,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
76219,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76228,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,6
76230,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,6
76238,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
76240,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76242,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
76243,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76246,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,6
76247,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76256,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,6
76257,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76262,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,6
76269,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76275,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,6
76279,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76280,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,6
76282,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76288,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,6
76290,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76297,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76298,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76304,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,6
76307,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,6
76308,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,6
76309,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,6
76313,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,6
76314,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,6
76342,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76348,Unknown,1,Unknown,cessna,180,Unknown,Unknown,1978,5
76349,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76350,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,5
76353,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76357,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,5
76363,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76367,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76369,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76373,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,5
76375,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,5
76381,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76384,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76389,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1978,5
76391,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76392,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76396,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76397,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76402,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76404,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,5
76410,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76412,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76415,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76419,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76422,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,5
76424,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76429,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76431,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76432,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,5
76433,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76434,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76440,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76442,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76446,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76454,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76462,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76463,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76464,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76485,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76496,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76497,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76508,Unknown,1,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76509,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76511,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76513,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76522,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76528,Unknown,1,Unknown,piper,PA-22,Unknown,Unknown,1978,5
76532,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76535,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76539,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76540,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76543,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76544,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76548,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76552,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76553,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76560,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76573,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76578,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,5
76579,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,5
76585,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76588,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76591,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76596,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76598,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76600,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76612,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,5
76614,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76615,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76618,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76632,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76641,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76647,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76648,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,5
76655,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76657,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,5
76664,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,5
76668,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76680,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76681,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76687,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,5
76689,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76698,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76699,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76702,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76704,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76713,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76714,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76720,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76723,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76725,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76731,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,5
76735,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,5
76736,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76741,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76760,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,5
76761,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76765,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,5
76769,Unknown,1,Unknown,cessna,150,Unknown,Unknown,1978,5
76772,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76776,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,5
76780,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,5
76783,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76786,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,5
76787,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,5
76797,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
76798,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76801,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,4
76803,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76805,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76808,Unknown,1,Unknown,piper,PA-18,Unknown,Unknown,1978,4
76809,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1978,4
76810,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,4
76820,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76822,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1978,4
76827,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76828,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,4
76830,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76833,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76837,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76838,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,4
76842,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
76843,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76846,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
76847,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76859,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,4
76867,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76876,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
76879,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76881,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,4
76886,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
76887,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76888,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
76896,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,4
76900,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
76904,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
76908,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76911,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76921,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76922,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76923,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
76924,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1978,4
76929,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,4
76933,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,4
76947,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76948,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76950,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,4
76956,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76959,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76960,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
76965,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
76968,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76974,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,4
76976,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76977,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
76978,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
76980,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
76982,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
76985,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,4
76993,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,4
76996,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1978,4
77002,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,4
77003,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
77004,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77007,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,4
77008,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77010,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
77012,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77014,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77017,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
77020,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77023,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77027,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77030,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77034,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77035,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77038,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,4
77043,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77045,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77046,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,4
77049,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77053,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77056,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77057,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,4
77060,Unknown,1,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77063,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1978,4
77066,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
77067,Unknown,0,Unknown,piper,PA-24,Unknown,Unknown,1978,4
77068,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
77069,Unknown,1,Unknown,cessna,152,Unknown,Unknown,1978,4
77079,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,4
77084,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
77085,Unknown,1,Unknown,cessna,172,Unknown,Unknown,1978,4
77088,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77095,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77098,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,4
77101,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77105,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,4
77115,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77116,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
77117,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,4
77119,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,4
77120,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77121,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,4
77123,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,4
77129,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77132,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,4
77133,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77137,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,4
77149,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,4
77150,Unknown,0,Unknown,cessna,182,Unknown,Unknown,1978,4
77156,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77164,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77166,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77168,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77169,Unknown,0,Unknown,piper,PA-18,Unknown,Unknown,1978,3
77177,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77180,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,3
77186,Unknown,0,Unknown,piper,PA-28,Unknown,Unknown,1978,3
77197,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,3
77201,Unknown,0,Unknown,cessna,152,Unknown,Unknown,1978,3
77206,Unknown,0,Unknown,piper,PA-22,Unknown,Unknown,1978,3
77208,Unknown,0,Unknown,piper,PA-25,Unknown,Unknown,1978,3
77214,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77215,Unknown,0,Unknown,cessna,150,Unknown,Unknown,1978,3
77216,Unknown,0,Unknown,cessna,172,Unknown,Unknown,1978,3
77224,Unknown,0,Unknown,cessna,180,Unknown,Unknown,1978,3
